ticker,sector,industry,marketCap,sharesOutstanding,message
BKS,,,,,'regularMarketOpen'
CIE,,,,,'regularMarketOpen'
CTAS,Industrials,Specialty Business Services,36525633536.0,104625000.0,
CASM,,,,,'sector'
NSP,Industrials,Staffing & Employment Services,3315328512.0,38354100.0,
XON,,,,,'regularMarketOpen'
CRAY,,,,,'regularMarketOpen'
PKY,,,,,'regularMarketOpen'
ELS,Real Estate,REIT—Residential,11000922112.0,182224992.0,
CVC,,,,,'regularMarketOpen'
IMH,Financial Services,Mortgage Finance,63689700.0,21229900.0,
SSNC,Technology,Software—Application,18291257344.0,255964992.0,
AMG,Financial Services,Asset Management,4408191488.0,46553100.0,
CNDO,,,,,'regularMarketOpen'
ENZN,Healthcare,Biotechnology,18546228.0,74214600.0,
WMT,Consumer Defensive,Discount Stores,415905611776.0,2829289984.0,
FTNT,Technology,Software—Infrastructure,20836935680.0,162332000.0,
SNI,,,,,'regularMarketOpen'
AVA,Utilities,Utilities—Diversified,2677950720.0,68736000.0,
SAAS,,,,,'regularMarketOpen'
TSRA,,,,,'regularMarketOpen'
HSY,Consumer Defensive,Confectioners,31036352512.0,147530000.0,
NHC,Healthcare,Medical Care Facilities,1031851200.0,15359500.0,
FSBW,Financial Services,Banks—Regional,242108992.0,4240830.0,
SINO,Industrials,Integrated Freight & Logistics,10076053.0,4438790.0,
NAV,Industrials,Farm & Heavy Construction Machinery,4401263616.0,99576096.0,
IRM,Real Estate,REIT—Specialty,8754634752.0,288171008.0,
MDR,,,,,'regularMarketOpen'
TMNG,,,,,'regularMarketOpen'
VPRT,,,,,'regularMarketOpen'
NAQ,,,,,'regularMarketOpen'
NEE,Utilities,Utilities—Regulated Electric,144579362816.0,1959069952.0,
BSQR,Technology,Software—Application,17073150.0,13235000.0,
MS,Financial Services,Capital Markets,114558541824.0,1809200000.0,
AGEN,Healthcare,Biotechnology,654112512.0,190148992.0,
BDR,Technology,Communication Equipment,12352744.0,10125200.0,
NUAN,Technology,Software—Application,12349527040.0,282303008.0,
BMI,Industrials,Electrical Equipment & Parts,2578019328.0,29117000.0,
SCLN,,,,,'regularMarketOpen'
NLSN,Industrials,Consulting Services,6818681344.0,356999008.0,
BRKR,Healthcare,Medical Devices,8272424960.0,153108000.0,
PATR,,,,,'regularMarketOpen'
TMK,,,,,'regularMarketOpen'
VLP,,,,,'regularMarketOpen'
FCBC,Financial Services,Banks—Regional,391020800.0,17717300.0,
INTU,Technology,Software—Application,99840450560.0,274046016.0,
RIBT,Consumer Defensive,Packaged Foods,23630574.0,41972600.0,
WYN,,,,,'regularMarketOpen'
GNMK,Healthcare,Medical Devices,929504192.0,71721000.0,
ORC,Real Estate,REIT—Mortgage,369347680.0,69296000.0,
BXP,Real Estate,REIT—Office,15562887168.0,155636000.0,
NUTR,,,,,'regularMarketOpen'
CZFC,,,,,'regularMarketOpen'
SWN,Energy,Oil & Gas E&P,2198612480.0,674420992.0,
APC,,,,,'regularMarketOpen'
IDRA,Healthcare,Biotechnology,156513552.0,35199200.0,
AIQ,,,,,'sector'
RGS,Consumer Cyclical,Personal Services,336685152.0,35665800.0,
CHSP,,,,,'regularMarketOpen'
PNK,,,,,'regularMarketOpen'
ABFS,,,,,'regularMarketOpen'
CLGX,Technology,Information Technology Services,6104850432.0,77778704.0,
FSYS,,,,,'regularMarketOpen'
ARTW,Industrials,Farm & Heavy Construction Machinery,10769007.0,4431690.0,
CCOI,Communication Services,Telecom Services,2760420864.0,47251300.0,
LF,,,,,'regularMarketOpen'
VCRA,Technology,Communication Equipment,1164563456.0,32493400.0,
PFSW,Industrials,Specialty Business Services,122096648.0,20248200.0,
COOL,,,,,'regularMarketOpen'
RHT,,,,,'regularMarketOpen'
DAKT,Technology,Computer Hardware,288024352.0,62750400.0,
HTZ,,,,,'sector'
WAIR,,,,,'regularMarketOpen'
TMO,Healthcare,Diagnostics & Research,186828357632.0,396335008.0,
FBC,Financial Services,Banks—Regional,1934366208.0,52564300.0,
JWN,Consumer Cyclical,Department Stores,4859821056.0,157684000.0,
OME,,,,,'regularMarketOpen'
OMEX,Industrials,Specialty Business Services,87532080.0,12208100.0,
GNCMA,,,,,'regularMarketOpen'
GSHO,,,,,'regularMarketOpen'
CI,Healthcare,Healthcare Plans,75631247360.0,361267008.0,
YUME,,,,,'regularMarketOpen'
CLRS,,,,,'regularMarketOpen'
FCH,,,,,'regularMarketOpen'
AT,Utilities,Utilities—Independent Power Producers,181310352.0,89222600.0,
SCHN,Basic Materials,Steel,799680128.0,26899500.0,
ZINC,,,,,'regularMarketOpen'
ZTM,,,,,'regularMarketOpen'
GGG,Industrials,Specialty Industrial Machinery,11724519424.0,167540992.0,
IPG,Communication Services,Advertising Agencies,9329637376.0,390035008.0,
AFOP,,,,,'regularMarketOpen'
FGP,,,,,'regularMarketOpen'
ALNY,Healthcare,Biotechnology,15062865920.0,116181000.0,
LHCG,Healthcare,Medical Care Facilities,6334256128.0,31592300.0,
RDEN,,,,,'regularMarketOpen'
ENR,Industrials,Electrical Equipment & Parts,2904507904.0,68518704.0,
USTR,,,,,'regularMarketOpen'
ABTL,,,,,'regularMarketOpen'
CLGY,,,,,'regularMarketOpen'
EIX,Utilities,Utilities—Regulated Electric,23770677248.0,378513984.0,
RJET,,,,,'regularMarketOpen'
JGW,,,,,'regularMarketOpen'
LACO,,,,,'regularMarketOpen'
CTO,Real Estate,Real Estate—Development,196171296.0,4716790.0,
PLCM,,,,,'regularMarketOpen'
ETH,Consumer Cyclical,"Furnishings, Fixtures & Appliances",472501472.0,25053100.0,
UNAM,Financial Services,Insurance—Property & Casualty,25464530.0,5305110.0,
ROK,Industrials,Specialty Industrial Machinery,28663683072.0,115967000.0,
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1790394880.0,46144200.0,
ALG,Industrials,Farm & Heavy Construction Machinery,1604893440.0,11879300.0,
IDTI,,,,,'sector'
LAYN,,,,,'regularMarketOpen'
INT,Energy,Oil & Gas Refining & Marketing,1952686464.0,63502000.0,
FF,Basic Materials,Chemicals,527543008.0,43743200.0,
AWRE,Technology,Software—Application,76781336.0,21447300.0,
DLB,Communication Services,Entertainment,9142797312.0,64219900.0,
ICLD,Technology,Information Technology Services,471492.0,942985984.0,
WDC,Technology,Computer Hardware,15543876608.0,304244992.0,
DDR,,,,,'regularMarketOpen'
NWBI,Financial Services,Banks—Regional,1583454464.0,127801000.0,
AMSF,Financial Services,Insurance—Specialty,1102646016.0,19331100.0,
AIRM,,,,,'regularMarketOpen'
AMED,Healthcare,Medical Care Facilities,8868349952.0,32810500.0,
SWC,,,,,'regularMarketOpen'
SFNC,Financial Services,Banks—Regional,2279235328.0,108846000.0,
GUID,,,,,'regularMarketOpen'
WABC,Financial Services,Banks—Regional,1446358272.0,26869000.0,
CTWS,,,,,'regularMarketOpen'
SWK,Industrials,Tools & Accessories,28071069696.0,160223008.0,
DIN,Consumer Cyclical,Restaurants,1095619968.0,16418700.0,
BRID,Consumer Defensive,Packaged Foods,178359712.0,9076830.0,
KTEC,,,,,'regularMarketOpen'
KLIC,Technology,Semiconductor Equipment & Materials,2088526464.0,61840100.0,
PSB,Real Estate,REIT—Diversified,3667515648.0,27488500.0,
LODE,Real Estate,Real Estate Services,37196064.0,34440800.0,
JDSU,,,,,'regularMarketOpen'
EGHT,Technology,Software—Application,3336352768.0,106321000.0,
PLUS,Technology,Software—Application,1124609536.0,13507200.0,
EGP,Real Estate,REIT—Industrial,5243267072.0,39556900.0,
PFPT,Technology,Software—Infrastructure,6819389952.0,57708300.0,
FTD,,,,,'sector'
DSCI,,,,,'regularMarketOpen'
AM,Energy,Oil & Gas Midstream,4013300480.0,476639008.0,
MWA,Industrials,Specialty Industrial Machinery,1886156928.0,158064992.0,
HTBX,Healthcare,Biotechnology,131744680.0,159846000.0,
MIDD,Industrials,Specialty Industrial Machinery,7602758144.0,55612300.0,
PSUN,,,,,'regularMarketOpen'
DVA,Healthcare,Medical Care Facilities,12131840000.0,121989000.0,
PXLW,Technology,Semiconductors,102988696.0,42036200.0,
TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",517464096.0,58669400.0,
SRDX,Healthcare,Diagnostics & Research,522974080.0,13676100.0,
DBD,Technology,Software—Application,843587392.0,77678400.0,
CPRX,Healthcare,Biotechnology,376242240.0,103648000.0,
ARTX,,,,,'regularMarketOpen'
CPK,Utilities,Utilities—Regulated Gas,1838283520.0,17460900.0,
AMCC,,,,,'regularMarketOpen'
PP,,,,,'regularMarketOpen'
STAG,Real Estate,REIT—Industrial,4533607424.0,149230000.0,
PDX,,,,,'regularMarketOpen'
HIIQ,,,,,'regularMarketOpen'
CTCM,,,,,'regularMarketOpen'
SVT,Industrials,Electrical Equipment & Parts,18691594.0,2488430.0,
USAT,Technology,Software—Infrastructure,643430080.0,65256600.0,
RNF,,,,,'regularMarketOpen'
AEL,Financial Services,Insurance—Life,2691922688.0,99223104.0,
HNRG,Energy,Thermal Coal,32902958.0,30465700.0,
NWS,Communication Services,Broadcasting,10586944512.0,199630000.0,
CRMD,Healthcare,Biotechnology,265093120.0,32132500.0,
CVLT,Technology,Software—Application,2449361664.0,47130300.0,
BWA,Consumer Cyclical,Auto Parts,8929833984.0,244519008.0,
BFS,Real Estate,REIT—Retail,773604032.0,23400000.0,
ASFI,,,,,'regularMarketOpen'
LINC,Consumer Defensive,Education & Training Services,165741648.0,26476300.0,
NUE,Basic Materials,Steel,17101257728.0,301895008.0,
